period,x,y,teamId,playerId,_sourcePath,behindInfo,description,displayOrder,disposal,finalState,initialState,periodSeconds,shotAtGoal,stats
,-30,-58,CD_T40,CD_I298288,$.matchChains[7].stats,,Gather,53,,,,542,,
,30,58,CD_T40,CD_I298288,$.matchChains[8].stats,,Gather,54,,,,542,,
,33,59,CD_T40,CD_I298288,$.matchChains[8].stats,,Handball,55,effective,,,544,,
,45,60,,,$.matchChains[8].stats,,Out of Bounds,56,,,,546,,
,-27,-41,CD_T80,CD_I1000980,$.matchChains[9].stats,,Contested Knock On,57,,,,567,,
,-32,-39,CD_T80,CD_I1005144,$.matchChains[9].stats,,Gather,58,,,,568,,
,-32,-39,CD_T80,CD_I1005144,$.matchChains[9].stats,,Kick,59,ineffective,,,571,,
,-5,-70,,,$.matchChains[9].stats,,Out of Bounds,60,,,,573,,
,8,44,CD_T40,CD_I260257,$.matchChains[10].stats,,Gather From Hitout,61,,,,592,,
,17,46,CD_T40,CD_I260257,$.matchChains[10].stats,,Kick,62,ineffective,,,594,,
,18,31,CD_T40,CD_I291856,$.matchChains[10].stats,,Loose Ball Get,63,,,,604,,
,17,31,CD_T40,CD_I291856,$.matchChains[10].stats,,Handball,64,effective,,,604,,
,13,27,CD_T40,CD_I293801,$.matchChains[10].stats,,Handball Received,65,,,,605,,
,11,26,CD_T40,CD_I293801,$.matchChains[10].stats,,Handball,66,effective,,,606,,
,3,20,CD_T40,CD_I994295,$.matchChains[10].stats,,Handball Received,67,,,,607,,
,6,18,CD_T40,CD_I994295,$.matchChains[10].stats,,Handball,68,effective,,,607,,
,17,9,CD_T40,CD_I294596,$.matchChains[10].stats,,Handball Received,69,,,,610,,
,16,6,CD_T40,CD_I294596,$.matchChains[10].stats,,Handball,70,effective,,,611,,
,12,-2,CD_T40,CD_I994295,$.matchChains[10].stats,,Handball Received,71,,,,612,,
,13,-10,CD_T40,CD_I994295,$.matchChains[10].stats,,Kick,72,ineffective,,,612,,
,13,-10,CD_T40,CD_I994295,$.matchChains[10].stats,,Kick Into F50,73,,,,612,,
,45,-26,CD_T40,CD_I1003130,$.matchChains[10].stats,,Kick Inside 50 Result,74,,,,613,,
,45,-26,CD_T40,CD_I1003130,$.matchChains[10].stats,,Contest Target,75,,,,613,,
,45,-26,CD_T40,CD_I1003130,$.matchChains[10].stats,,Spoil,76,,,,614,,
,44,-21,,,$.matchChains[10].stats,,Ball Up Call,77,,,,619,,
,-34,29,,,$.matchChains[11].stats,,Ball Up Call,78,,,,634,,
,36,-30,,,$.matchChains[12].stats,,Ball Up Call,79,,,,643,,
,29,-24,CD_T40,CD_I1005054,$.matchChains[13].stats,,Gather From Hitout,80,,,,659,,
,29,-25,CD_T40,CD_I1005054,$.matchChains[13].stats,,Handball,81,ineffective,,,659,,
,26,-20,,,$.matchChains[13].stats,,Ball Up Call,82,,,,667,,
,25,-30,CD_T40,CD_I293871,$.matchChains[14].stats,,Hard Ball Get,83,,,,682,,
,24,-31,CD_T40,CD_I293871,$.matchChains[14].stats,,Handball,84,effective,,,682,,
,19,-33,CD_T40,CD_I994295,$.matchChains[14].stats,,Handball Received,85,,,,683,,
,18,-29,CD_T40,CD_I994295,$.matchChains[14].stats,,Handball,86,effective,,,685,,
,14,-18,CD_T40,CD_I1005054,$.matchChains[14].stats,,Handball Received,87,,,,687,,
,16,-11,CD_T40,CD_I1005054,$.matchChains[14].stats,,Kick,88,clanger,,,688,,
,16,-11,CD_T40,CD_I1005054,$.matchChains[14].stats,,Kick Into F50,89,,,,688,,
,51,15,CD_T40,CD_I294596,$.matchChains[14].stats,,Kick Inside 50 Result,90,,,,689,,
,51,15,CD_T80,CD_I990290,$.matchChains[14].stats,,Uncontested Mark,91,,,,690,,
,-51,-15,CD_T80,CD_I990290,$.matchChains[15].stats,,Uncontested Mark,92,,,,690,,
,-53,-16,CD_T80,CD_I990290,$.matchChains[15].stats,,Kick,93,effective,,,692,,
,-72,-7,CD_T80,CD_I297566,$.matchChains[15].stats,,Uncontested Mark,94,,,,693,,
,-72,-6,CD_T80,CD_I297566,$.matchChains[15].stats,,Kick,95,effective,,,695,,
,-59,9,CD_T80,CD_I1006314,$.matchChains[15].stats,,Uncontested Mark,96,,,,697,,
,-59,16,CD_T80,CD_I1006314,$.matchChains[15].stats,,Kick,97,effective,,,699,,
,-47,41,CD_T80,CD_I998390,$.matchChains[15].stats,,Gather,98,,,,700,,
,-49,43,CD_T80,CD_I998390,$.matchChains[15].stats,,Handball,99,effective,,,701,,
,-54,45,CD_T80,CD_I998134,$.matchChains[15].stats,,Handball Received,100,,,,702,,
,-50,51,CD_T80,CD_I998134,$.matchChains[15].stats,,Kick,101,clanger,,,705,,
,-7,68,CD_T40,CD_I990291,$.matchChains[15].stats,,Uncontested Mark,102,,,,707,,
,7,-68,CD_T40,CD_I990291,$.matchChains[16].stats,,Uncontested Mark,103,,,,707,,
,-1,-63,CD_T40,CD_I990291,$.matchChains[16].stats,,Kick,104,effective,,,726,,
,24,-22,CD_T40,CD_I294596,$.matchChains[16].stats,,Free For,105,,,,736,,
,16,-20,CD_T40,CD_I294596,$.matchChains[16].stats,,Kick,106,clanger,,,739,,
,16,-20,CD_T40,CD_I294596,$.matchChains[16].stats,,Kick Into F50,107,,,,739,,
,64,-26,,,$.matchChains[16].stats,,Kick Inside 50 Result,108,,,,740,,
,64,-26,CD_T80,CD_I998390,$.matchChains[16].stats,,Uncontested Mark,109,,,,741,,
,-64,26,CD_T80,CD_I998390,$.matchChains[17].stats,,Uncontested Mark,110,,,,741,,
,-70,25,CD_T80,CD_I998390,$.matchChains[17].stats,,Kick,111,effective,,,745,,
,-45,49,CD_T80,CD_I1006314,$.matchChains[17].stats,,Uncontested Mark,112,,,,747,,
,-52,49,CD_T80,CD_I1006314,$.matchChains[17].stats,,Kick,113,ineffective,,,758,,
,-10,62,CD_T40,CD_I998205,$.matchChains[17].stats,,Spoil,114,,,,759,,
,-10,57,CD_T80,CD_I1023473,$.matchChains[17].stats,,Loose Ball Get Crumb,115,,,,761,,
,-12,56,CD_T80,CD_I1023473,$.matchChains[17].stats,,Handball,116,effective,,,761,,
,-17,48,CD_T80,CD_I1017110,$.matchChains[17].stats,,Handball Received,117,,,,763,,
,-15,48,CD_T80,CD_I1017110,$.matchChains[17].stats,,Handball,118,effective,,,763,,
,-10,46,CD_T80,CD_I1006314,$.matchChains[17].stats,,Handball Received,119,,,,764,,
,-11,44,CD_T80,CD_I1006314,$.matchChains[17].stats,,Handball,120,effective,,,765,,
,-14,37,CD_T80,CD_I297354,$.matchChains[17].stats,,Handball Received,121,,,,766,,
,-15,36,CD_T80,CD_I297354,$.matchChains[17].stats,,Handball,122,effective,,,766,,
,-18,30,CD_T80,CD_I998390,$.matchChains[17].stats,,Handball Received,123,,,,768,,
,-23,22,CD_T80,CD_I998390,$.matchChains[17].stats,,Kick,124,effective,,,770,,
,-23,-27,CD_T80,CD_I296254,$.matchChains[17].stats,,Uncontested Mark,125,,,,771,,
,-17,-31,CD_T80,CD_I296254,$.matchChains[17].stats,,Bounce,126,,,,772,,
,-15,-33,CD_T80,CD_I296254,$.matchChains[17].stats,,Handball,127,effective,,,775,,
,-6,-41,CD_T80,CD_I993794,$.matchChains[17].stats,,Handball Received,128,,,,777,,
,-4,-42,CD_T80,CD_I993794,$.matchChains[17].stats,,Handball,129,effective,,,777,,
,7,-48,CD_T80,CD_I1002222,$.matchChains[17].stats,,Handball Received,130,,,,779,,
,-9,54,CD_T40,CD_I1000860,$.matchChains[18].stats,,Free For,131,,,,787,,
,-18,52,CD_T40,CD_I1000860,$.matchChains[18].stats,,Kick,132,effective,,,803,,
,26,30,CD_T80,CD_I990290,$.matchChains[18].stats,,Spoil,133,,,,805,,
,17,29,CD_T40,CD_I994185,$.matchChains[18].stats,,Loose Ball Get Crumb,134,,,,807,,
,16,26,CD_T40,CD_I994185,$.matchChains[18].stats,,Handball,135,effective,,,807,,
,14,20,CD_T40,CD_I994295,$.matchChains[18].stats,,Handball Received,136,,,,809,,
,16,13,CD_T40,CD_I994295,$.matchChains[18].stats,,Handball,137,clanger,,,811,,
,23,-11,CD_T80,CD_I1012857,$.matchChains[18].stats,,Loose Ball Get,138,,,,814,,
,-23,11,CD_T80,CD_I1012857,$.matchChains[19].stats,,Loose Ball Get,139,,,,814,,
,-24,15,CD_T80,CD_I1012857,$.matchChains[19].stats,,Handball,140,ineffective,,,815,,
,-25,23,CD_T80,CD_I998390,$.matchChains[19].stats,,Hard Ball Get,141,,,,817,,
,-24,23,CD_T80,CD_I998390,$.matchChains[19].stats,,Handball,142,effective,,,818,,
,-19,21,CD_T80,CD_I1006314,$.matchChains[19].stats,,Handball Received,143,,,,819,,
,-19,20,CD_T80,CD_I1006314,$.matchChains[19].stats,,Handball,144,effective,,,819,,
,-20,16,CD_T80,CD_I1017110,$.matchChains[19].stats,,Handball Received,145,,,,821,,
,-19,14,CD_T80,CD_I1017110,$.matchChains[19].stats,,Handball,146,effective,,,821,,
,-15,5,CD_T80,CD_I1005144,$.matchChains[19].stats,,Handball Received,147,,,,822,,
,-13,3,CD_T80,CD_I1005144,$.matchChains[19].stats,,Handball,148,effective,,,822,,
,-3,-4,CD_T80,CD_I1002222,$.matchChains[19].stats,,Handball Received,149,,,,824,,
,-3,-5,CD_T80,CD_I1002222,$.matchChains[19].stats,,Handball,150,effective,,,825,,
,-3,-8,CD_T80,CD_I1005144,$.matchChains[19].stats,,Handball Received,151,,,,826,,
,0,-8,CD_T80,CD_I1005144,$.matchChains[19].stats,,Handball,152,effective,,,826,,
,12,-6,CD_T80,CD_I1000980,$.matchChains[19].stats,,Handball Received,153,,,,828,,
,12,-4,CD_T80,CD_I1000980,$.matchChains[19].stats,,Handball,154,effective,,,828,,
,9,3,CD_T80,CD_I1002222,$.matchChains[19].stats,,Handball Received,155,,,,830,,
,12,5,CD_T80,CD_I1002222,$.matchChains[19].stats,,Kick,156,clanger,,,832,,
,12,5,CD_T80,CD_I1002222,$.matchChains[19].stats,,Kick Into F50,157,,,,832,,
,47,15,,,$.matchChains[19].stats,,Kick Inside 50 Result,158,,,,833,,
,47,15,CD_T40,CD_I991773,$.matchChains[19].stats,,Mark Fumbled,159,,,,833,,
,47,15,CD_T40,CD_I991773,$.matchChains[19].stats,,Mark Dropped,160,,,,833,,
,51,15,CD_T80,CD_I1023473,$.matchChains[19].stats,,Loose Ball Get Crumb,161,,,,835,,
,55,13,CD_T80,CD_I1023473,$.matchChains[19].stats,,Kick,162,effective,,,835,True,
,55,13,CD_T80,CD_I1023473,$.matchChains[19].stats,,Goal,163,,,,838,,
,0,0,,,$.matchChains[20].stats,,Centre Bounce,164,,,,896,,
,2,1,CD_T40,CD_I291856,$.matchChains[20].stats,,Gather From Hitout,165,,,,903,,
,3,1,CD_T40,CD_I291856,$.matchChains[20].stats,,Handball,166,effective,,,903,,
,7,3,CD_T40,CD_I1017124,$.matchChains[20].stats,,Handball Received,167,,,,904,,
,11,1,CD_T40,CD_I1017124,$.matchChains[20].stats,,Handball,168,effective,,,905,,
,13,-1,CD_T40,CD_I1023261,$.matchChains[20].stats,,No Pressure Error,169,,,,906,,
,29,-5,,,$.matchChains[20].stats,,Ball Up Call,170,,,,912,,
,-28,10,CD_T40,CD_I1023261,$.matchChains[21].stats,,Hard Ball Get,171,,,,922,,
,-28,10,CD_T40,CD_I1023261,$.matchChains[21].stats,,Handball,172,ineffective,,,922,,
,-30,9,CD_T80,CD_I1006314,$.matchChains[21].stats,,Hard Ball Get,173,,,,928,,
,-30,9,CD_T80,CD_I1006314,$.matchChains[21].stats,,Kick,174,clanger,,,929,,
,-25,14,CD_T40,CD_I994185,$.matchChains[21].stats,,Loose Ball Get,175,,,,931,,
,-24,15,CD_T40,CD_I994185,$.matchChains[21].stats,,Handball,176,effective,,,932,,
,-22,19,CD_T40,CD_I994295,$.matchChains[21].stats,,Handball Received,177,,,,933,,
,-24,23,CD_T40,CD_I994295,$.matchChains[21].stats,,Handball,178,clanger,,,933,,
,-30,37,CD_T80,CD_I1012857,$.matchChains[21].stats,,Loose Ball Get,179,,,,936,,
,-30,34,CD_T80,CD_I1012857,$.matchChains[21].stats,,Handball,180,effective,,,936,,
,-31,29,CD_T80,CD_I1006314,$.matchChains[21].stats,,Handball Received,181,,,,938,,
,-31,33,CD_T80,CD_I1006314,$.matchChains[21].stats,,Handball,182,effective,,,938,,
,-32,46,CD_T80,CD_I1032100,$.matchChains[21].stats,,Handball Received,183,,,,939,,
,-28,45,CD_T80,CD_I1032100,$.matchChains[21].stats,,Handball,184,effective,,,939,,
,-14,42,CD_T80,CD_I1012857,$.matchChains[21].stats,,Handball Received,185,,,,941,,
,-13,41,CD_T80,CD_I1012857,$.matchChains[21].stats,,Handball,186,effective,,,942,,
,-12,41,CD_T80,CD_I1007124,$.matchChains[21].stats,,Knock On,187,,,,943,,
,-12,37,CD_T80,CD_I1006314,$.matchChains[21].stats,,Gather,188,,,,944,,
,-15,36,CD_T80,CD_I1006314,$.matchChains[21].stats,,Handball,189,effective,,,945,,
,-25,33,CD_T80,CD_I998134,$.matchChains[21].stats,,Handball Received,190,,,,946,,
,-23,33,CD_T80,CD_I998134,$.matchChains[21].stats,,Handball,191,effective,,,946,,
,-18,33,CD_T80,CD_I1012857,$.matchChains[21].stats,,Handball Received,192,,,,947,,
,-18,34,CD_T80,CD_I1012857,$.matchChains[21].stats,,Handball,193,ineffective,,,948,,
,-18,37,CD_T80,CD_I1012857,$.matchChains[21].stats,,Loose Ball Get,194,,,,950,,
,-19,38,CD_T80,CD_I1012857,$.matchChains[21].stats,,Handball,195,effective,,,950,,
,-23,42,CD_T80,CD_I998134,$.matchChains[21].stats,,Handball Received,196,,,,952,,
,-24,43,CD_T80,CD_I998134,$.matchChains[21].stats,,Handball,197,effective,,,952,,
,-25,48,CD_T80,CD_I297566,$.matchChains[21].stats,,Handball Received,198,,,,954,,
,-25,48,CD_T80,CD_I297566,$.matchChains[21].stats,,Kick,199,effective,,,954,,
,26,42,CD_T80,CD_I291351,$.matchChains[21].stats,,Spoil,200,,,,956,,
,29,38,CD_T80,CD_I291351,$.matchChains[21].stats,,Loose Ball Get,201,,,,957,,
,31,37,CD_T80,CD_I291351,$.matchChains[21].stats,,Kick,202,ineffective,,,959,,
,31,37,CD_T80,CD_I291351,$.matchChains[21].stats,,Kick Into F50,203,,,,959,,
,62,-6,CD_T80,CD_I1000887,$.matchChains[21].stats,,Kick Inside 50 Result,204,,,,961,,
,74,-18,CD_T80,CD_I1000887,$.matchChains[21].stats,,Hard Ball Get,205,,,,965,,
,74,-17,CD_T80,CD_I1000887,$.matchChains[21].stats,,Handball,206,ineffective,,,966,,
,74,-13,CD_T40,CD_I280965,$.matchChains[21].stats,,Loose Ball Get,207,,,,969,,
,-74,13,CD_T40,CD_I280965,$.matchChains[22].stats,,Loose Ball Get,208,,,,969,,
,-74,10,CD_T40,CD_I280965,$.matchChains[22].stats,,Kick,209,effective,,,970,,
,-59,-30,CD_T40,CD_I297504,$.matchChains[22].stats,,Uncontested Mark,210,,,,973,,
,-57,-33,CD_T40,CD_I297504,$.matchChains[22].stats,,Kick,211,effective,,,976,,
,-13,-62,CD_T40,CD_I293871,$.matchChains[22].stats,,Uncontested Mark,212,,,,978,,
,-18,-63,CD_T40,CD_I293871,$.matchChains[22].stats,,Kick,213,effective,,,979,,
,13,-60,CD_T40,CD_I291720,$.matchChains[22].stats,,Uncontested Mark,214,,,,982,,
,11,-57,CD_T40,CD_I291720,$.matchChains[22].stats,,Handball,215,effective,,,982,,
,9,-52,CD_T40,CD_I1023261,$.matchChains[22].stats,,Handball Received,216,,,,983,,
,11,-49,CD_T40,CD_I1023261,$.matchChains[22].stats,,Kick,217,clanger,,,984,,
,11,-49,CD_T40,CD_I1023261,$.matchChains[22].stats,,Kick Into F50,218,,,,984,,
,45,-20,CD_T40,CD_I994185,$.matchChains[22].stats,,Kick Inside 50 Result,219,,,,984,,
,45,-20,CD_T80,CD_I998114,$.matchChains[22].stats,,Uncontested Mark,220,,,,986,,
,-45,20,CD_T80,CD_I998114,$.matchChains[23].stats,,Uncontested Mark,221,,,,986,,
,-52,16,CD_T80,CD_I998114,$.matchChains[23].stats,,Kick,222,effective,,,988,,
,-33,-37,CD_T80,CD_I1017110,$.matchChains[23].stats,,Uncontested Mark,223,,,,989,,
,-31,-38,CD_T80,CD_I1017110,$.matchChains[23].stats,,Kick,224,effective,,,990,,
,-18,-16,CD_T80,CD_I296254,$.matchChains[23].stats,,Uncontested Mark,225,,,,992,,
,-15,-16,CD_T80,CD_I296254,$.matchChains[23].stats,,Kick,226,ineffective,,,997,,
,25,-45,CD_T40,CD_I990291,$.matchChains[23].stats,,Spoil,227,,,,998,,
,32,-68,,,$.matchChains[23].stats,,Out of Bounds,228,,,,998,,
,32,-37,CD_T80,CD_I1000980,$.matchChains[24].stats,,Ruck Hard Ball Get,229,,,,1019,,
,31,-37,CD_T80,CD_I1000980,$.matchChains[24].stats,,Kick,230,ineffective,,,1020,,
,31,-37,CD_T80,CD_I1000980,$.matchChains[24].stats,,Kick Into F50,231,,,,1020,,
,50,-14,,,$.matchChains[24].stats,,Kick Inside 50 Result,232,,,,1021,,
,53,-7,CD_T40,CD_I297504,$.matchChains[24].stats,,Hard Ball Get,233,,,,1029,,
,-53,7,CD_T40,CD_I297504,$.matchChains[25].stats,,Hard Ball Get,234,,,,1029,,
,-56,7,CD_T40,CD_I297504,$.matchChains[25].stats,,Handball,235,effective,,,1029,,
,-60,8,CD_T40,CD_I992010,$.matchChains[25].stats,,Handball Received,236,,,,1031,,
,-59,10,CD_T40,CD_I992010,$.matchChains[25].stats,,Kick,237,ineffective,,,1033,,
,-46,60,,,$.matchChains[25].stats,,Out of Bounds,238,,,,1035,,
,-32,36,CD_T40,CD_I1023261,$.matchChains[26].stats,,Free For,239,,,,1064,,
,-37,32,CD_T40,CD_I1023261,$.matchChains[26].stats,,Kick,240,effective,,,1068,,
,7,-7,CD_T80,CD_I297566,$.matchChains[26].stats,,Loose Ball Get,241,,,,1071,,
,-7,7,CD_T80,CD_I297566,$.matchChains[27].stats,,Loose Ball Get,242,,,,1071,,
,-10,10,CD_T80,CD_I297566,$.matchChains[27].stats,,Handball,243,ineffective,,,1072,,
,-14,14,CD_T40,CD_I293871,$.matchChains[27].stats,,Hard Ball Get,244,,,,1074,,
,14,-14,CD_T40,CD_I293871,$.matchChains[28].stats,,Hard Ball Get,245,,,,1074,,
,15,-13,CD_T40,CD_I293871,$.matchChains[28].stats,,Handball,246,effective,,,1075,,
,18,-9,CD_T40,CD_I998205,$.matchChains[28].stats,,Handball Received,247,,,,1076,,
,22,-11,CD_T40,CD_I998205,$.matchChains[28].stats,,Handball,248,effective,,,1076,,
,35,-15,CD_T40,CD_I260257,$.matchChains[28].stats,,Knock On,249,,,,1079,,
,38,-18,CD_T40,CD_I291849,$.matchChains[28].stats,,Gather,250,,,,1081,,
,40,-14,CD_T40,CD_I291849,$.matchChains[28].stats,,Kick,251,effective,,,1083,True,
,40,-14,CD_T40,CD_I291849,$.matchChains[28].stats,,Goal,252,,,,1086,,
,0,0,,,$.matchChains[29].stats,,Centre Bounce,253,,,,1143,,
,-8,5,CD_T80,CD_I1002222,$.matchChains[29].stats,,Loose Ball Get,254,,,,1150,,
,-8,6,CD_T80,CD_I1002222,$.matchChains[29].stats,,Kick,255,ineffective,,,1151,,
,-27,-18,CD_T40,CD_I998205,$.matchChains[30].stats,,Free For,256,,,,1159,,
,-25,-23,CD_T40,CD_I998205,$.matchChains[30].stats,,Kick,257,effective,,,1159,,
,14,-56,CD_T40,CD_I291720,$.matchChains[30].stats,,Mark On Lead,258,,,,1161,,
,7,-59,CD_T40,CD_I291720,$.matchChains[30].stats,,Kick,259,effective,,,1163,,
,8,-42,CD_T40,CD_I1023261,$.matchChains[30].stats,,Uncontested Mark,260,,,,1164,,
,-3,-41,CD_T40,CD_I1023261,$.matchChains[30].stats,,Kick,261,effective,,,1171,,
,-13,-16,CD_T40,CD_I991773,$.matchChains[30].stats,,Uncontested Mark,262,,,,1172,,
,-17,-16,CD_T40,CD_I991773,$.matchChains[30].stats,,Kick,263,effective,,,1176,,
,-15,5,CD_T40,CD_I998205,$.matchChains[30].stats,,Uncontested Mark,264,,,,1177,,
,-16,5,CD_T40,CD_I998205,$.matchChains[30].stats,,Kick,265,effective,,,1181,,
,6,20,CD_T40,CD_I297504,$.matchChains[30].stats,,Mark On Lead,266,,,,1182,,
,2,14,CD_T40,CD_I297504,$.matchChains[30].stats,,Kick,267,clanger,,,1190,,
,28,11,CD_T80,CD_I1017110,$.matchChains[30].stats,,Uncontested Mark,268,,,,1191,,
,-28,-11,CD_T80,CD_I1017110,$.matchChains[31].stats,,Uncontested Mark,269,,,,1191,,
,-28,-8,CD_T80,CD_I1017110,$.matchChains[31].stats,,Kick,270,effective,,,1193,,
,-15,38,CD_T80,CD_I1000887,$.matchChains[31].stats,,Uncontested Mark,271,,,,1195,,
,-15,39,CD_T80,CD_I1000887,$.matchChains[31].stats,,Kick,272,effective,,,1200,,
,-15,39,CD_T80,CD_I1000887,$.matchChains[31].stats,,Kick Into F50,273,,,,1200,,
,54,36,CD_T80,CD_I994077,$.matchChains[31].stats,,Kick Inside 50 Result,274,,,,1201,,
,58,23,CD_T80,CD_I994077,$.matchChains[31].stats,,Ground Kick,275,clanger,,,1206,,
,59,17,CD_T40,CD_I1008089,$.matchChains[31].stats,,Gather from Opposition,276,,,,1207,,
,-59,-17,CD_T40,CD_I1008089,$.matchChains[32].stats,,Gather from Opposition,277,,,,1207,,
,-55,-24,CD_T40,CD_I1008089,$.matchChains[32].stats,,Handball,278,effective,,,1208,,
,-48,-36,CD_T40,CD_I992010,$.matchChains[32].stats,,Handball Received,279,,,,1209,,
,-40,-49,CD_T40,CD_I992010,$.matchChains[32].stats,,Kick,280,effective,,,1212,,
,4,-56,CD_T40,CD_I291849,$.matchChains[32].stats,,Uncontested Mark,281,,,,1213,,
,3,-57,CD_T40,CD_I291849,$.matchChains[32].stats,,Handball,282,effective,,,1216,,
,0,-64,CD_T40,CD_I293871,$.matchChains[32].stats,,Handball Received,283,,,,1217,,
,5,-60,CD_T40,CD_I293871,$.matchChains[32].stats,,Kick,284,effective,,,1222,,
,17,-43,CD_T40,CD_I1023261,$.matchChains[32].stats,,Gather,285,,,,1223,,
,17,-39,CD_T40,CD_I1023261,$.matchChains[32].stats,,Handball,286,effective,,,1224,,
,16,-28,CD_T40,CD_I260257,$.matchChains[32].stats,,Handball Received,287,,,,1226,,
,19,-28,CD_T40,CD_I260257,$.matchChains[32].stats,,Handball,288,effective,,,1226,,
